,PERMNO,TICKER,DLSTCD,bankrupt,date,year,quarter
3120,13657,VTIP,100.0,0,2019-12-31,2019,4
3121,13658,XPLR,233.0,0,2018-08-31,2018,3
3122,13661,OI,300.0,0,1987-03-31,1987,1
3123,13678,ALDW,231.0,0,2018-02-28,2018,1
3124,13679,ARDC,100.0,0,2019-12-31,2019,4
3125,13680,LND,100.0,0,2019-12-31,2019,4
3126,13681,DKL,100.0,0,2019-12-31,2019,4
3127,13682,GEMS,450.0,0,2014-01-31,2014,1
3128,13683,MSXX,450.0,0,2014-01-31,2014,1
3129,13684,SILJ,100.0,0,2019-12-31,2019,4
3130,13685,FEI,100.0,0,2019-12-31,2019,4
3131,13686,SNLN,100.0,0,2019-12-31,2019,4
3132,13687,RH,100.0,0,2019-12-31,2019,4
3133,13688,PCG,100.0,0,2019-12-31,2019,4
3134,13690,RKUS,241.0,0,2016-05-31,2016,2
3135,13691,SXE,552.0,0,2019-02-28,2019,1
3136,13692,SCM,100.0,0,2019-12-31,2019,4
3137,13693,ATOS,100.0,0,2019-12-31,2019,4
3138,13694,CHMG,100.0,0,2019-12-31,2019,4
3139,13695,MEIL,552.0,0,2016-01-29,2016,1
3140,13698,OFS,100.0,0,2019-12-31,2019,4
3141,13699,PBCP,552.0,0,2015-12-31,2015,4
3142,13700,WHLR,100.0,0,2019-12-31,2019,4
3143,13701,YY,100.0,0,2019-12-31,2019,4
3144,13702,DSKX,584.0,0,2016-04-29,2016,2
3145,13703,JACQ,450.0,0,2015-01-30,2015,1
3146,13704,NEO,100.0,0,2019-12-31,2019,4
3147,13705,PLPM,233.0,0,2017-12-29,2017,4
3148,13706,PRTA,100.0,0,2019-12-31,2019,4
3149,13707,RDHL,100.0,0,2019-12-31,2019,4
3150,13708,REMY,233.0,0,2015-11-30,2015,4
3151,13711,SCTY,231.0,0,2016-11-30,2016,4
3152,13712,UIHC,100.0,0,2019-12-31,2019,4
3153,13713,WFBI,231.0,0,2017-12-29,2017,4
3154,13714,WHF,100.0,0,2019-12-31,2019,4
3155,13715,GSRA,450.0,0,2014-08-29,2014,3
3156,13716,GSAX,450.0,0,2014-08-29,2014,3
3157,13718,AMRS,560.0,0,1988-08-31,1988,3
3158,13719,GSMA,450.0,0,2014-08-29,2014,3
3159,13720,GSGO,450.0,0,2014-08-29,2014,3
3160,13721,ABBV,100.0,0,2019-12-31,2019,4
3161,13722,DBIZ,450.0,0,2015-10-30,2015,4
3162,13723,RESI,100.0,0,2019-12-31,2019,4
3163,13724,QDEF,100.0,0,2019-12-31,2019,4
3164,13727,QDYN,100.0,0,2019-12-31,2019,4
3165,13728,QDF,100.0,0,2019-12-31,2019,4
3166,13729,NID,100.0,0,2019-12-31,2019,4
3167,13730,PBF,100.0,0,2019-12-31,2019,4
3168,13731,PHDG,100.0,0,2019-12-31,2019,4
3169,13732,GHY,100.0,0,2019-12-31,2019,4
3170,13734,ASEC,233.0,0,1987-03-31,1987,1
3171,13735,RIOM,241.0,0,2015-04-30,2015,2
3172,13736,SBY,233.0,0,2017-05-31,2017,2
3173,13737,SPPP,100.0,0,2019-12-31,2019,4
3174,13738,WES,100.0,0,2019-12-31,2019,4
3175,13739,BFAM,100.0,0,2019-12-31,2019,4
3176,13740,CVRR,233.0,0,2019-01-31,2019,1
3177,13743,ERA,100.0,0,2019-12-31,2019,4
3178,13744,FLAG,100.0,0,2019-12-31,2019,4
3179,13745,MLPJ,450.0,0,2017-10-31,2017,4
3180,13746,PCI,100.0,0,2019-12-31,2019,4
3181,13747,SXCP,231.0,0,2019-06-28,2019,2
3182,13748,TPH,100.0,0,2019-12-31,2019,4
3183,13749,USAC,100.0,0,2019-12-31,2019,4
3184,13750,ACST,100.0,0,2019-12-31,2019,4
3185,13751,KBSF,100.0,0,2019-12-31,2019,4
3186,13752,CONE,100.0,0,2019-12-31,2019,4
3187,13753,CRDT,450.0,0,2017-08-31,2017,3
3188,13754,IMCB,241.0,0,2014-10-31,2014,4
3189,13755,KBIO,574.0,1,2015-12-31,2015,4
3190,13756,LAND,100.0,0,2019-12-31,2019,4
3191,13757,FWONA,100.0,0,2019-12-31,2019,4
3192,13758,LMCB,520.0,0,2016-04-29,2016,2
3193,13759,LPDX,233.0,0,2014-11-28,2014,4
3194,13760,NCLH,100.0,0,2019-12-31,2019,4
3195,13761,STML,100.0,0,2019-12-31,2019,4
3196,13762,HVPW,450.0,0,2017-06-30,2017,2
3197,13763,AGI,100.0,0,2019-12-31,2019,4
3198,13764,AIF,100.0,0,2019-12-31,2019,4
3199,13765,BIT,100.0,0,2019-12-31,2019,4
3200,13766,BCC,100.0,0,2019-12-31,2019,4
3201,13767,FXSG,100.0,0,2019-12-31,2019,4
3202,13769,AMS,100.0,0,2019-12-31,2019,4
3203,13770,YMLI,231.0,0,2016-02-29,2016,1
3204,13771,FPE,100.0,0,2019-12-31,2019,4
3205,13772,BIZD,100.0,0,2019-12-31,2019,4
3206,13773,NSLP,582.0,0,2015-09-30,2015,3
3207,13774,NIQ,100.0,0,2019-12-31,2019,4
3208,13775,ORC,100.0,0,2019-12-31,2019,4
3209,13777,AMSWA,100.0,0,2019-12-31,2019,4
3210,13778,FORX,450.0,0,2015-09-30,2015,3
3211,13779,XSLV,100.0,0,2019-12-31,2019,4
3212,13780,XMLV,100.0,0,2019-12-31,2019,4
3213,13781,LGLV,100.0,0,2019-12-31,2019,4
3214,13782,SMLV,100.0,0,2019-12-31,2019,4
3215,13783,SBGL,100.0,0,2019-12-31,2019,4
3216,13785,ASTK,550.0,0,1985-10-31,1985,4
3217,13786,TU,100.0,0,2019-12-31,2019,4
3218,13787,RC,100.0,0,2019-12-31,2019,4
3219,13788,ZTS,100.0,0,2019-12-31,2019,4
3220,13789,AFH,100.0,0,2019-12-31,2019,4
3221,13790,CACG,551.0,0,2015-03-31,2015,1
3222,13791,CNOB,231.0,0,2014-06-30,2014,2
3223,13793,ASKC,550.0,0,1991-01-31,1991,1
3224,13794,HIIQ,100.0,0,2019-12-31,2019,4
3225,13795,HYLS,100.0,0,2019-12-31,2019,4
3226,13796,HROW,100.0,0,2019-12-31,2019,4
3227,13797,INBK,100.0,0,2019-12-31,2019,4
3228,13798,ORMP,100.0,0,2019-12-31,2019,4
3229,13799,XONE,100.0,0,2019-12-31,2019,4
3230,13800,XOOM,233.0,0,2015-11-30,2015,4
3231,13801,MINC,100.0,0,2019-12-31,2019,4
3232,13802,APAM,100.0,0,2019-12-31,2019,4
3233,13803,AVIV,231.0,0,2015-04-30,2015,2
3234,13804,BOI,231.0,0,2016-12-30,2016,4
3235,13807,MIE,100.0,0,2019-12-31,2019,4
3236,13808,ETX,100.0,0,2019-12-31,2019,4
3237,13809,HCFT,100.0,0,2019-12-31,2019,4
3238,13810,DIV,100.0,0,2019-12-31,2019,4
3239,13811,IBMG,450.0,0,2018-09-28,2018,3
3240,13812,MRIN,100.0,0,2019-12-31,2019,4
3241,13815,THHY,450.0,0,2017-09-29,2017,3
3242,13816,MODN,100.0,0,2019-12-31,2019,4
3243,13817,NML,100.0,0,2019-12-31,2019,4
3244,13818,PF,241.0,0,2018-10-31,2018,4
3245,13819,SSNI,233.0,0,2018-01-31,2018,1
3246,13820,VET,100.0,0,2019-12-31,2019,4
3247,13821,PGL,231.0,0,2007-02-28,2007,1
3248,13822,PIKS,570.0,0,1987-06-30,1987,2
3249,13823,BPY,100.0,0,2019-12-31,2019,4
3250,13824,CISAA,450.0,0,2014-10-31,2014,4
3251,13825,ENTA,100.0,0,2019-12-31,2019,4
3252,13826,GARS,100.0,0,2019-12-31,2019,4
3253,13827,ZAIS,233.0,0,2018-05-31,2018,2
3254,13828,IPDN,100.0,0,2019-12-31,2019,4
3255,13829,TTPH,100.0,0,2019-12-31,2019,4
3256,13830,WSTC,233.0,0,2017-10-31,2017,4
3257,13831,CST,233.0,0,2017-06-30,2017,2
3258,13832,CCH,582.0,0,2014-07-31,2014,3
3259,13833,KORU,100.0,0,2019-12-31,2019,4
3260,13834,BRZU,100.0,0,2019-12-31,2019,4
3261,13835,DSL,100.0,0,2019-12-31,2019,4
3262,13836,DMB,100.0,0,2019-12-31,2019,4
3263,13837,EVTC,100.0,0,2019-12-31,2019,4
3264,13838,IQDE,100.0,0,2019-12-31,2019,4
3265,13839,IQDY,100.0,0,2019-12-31,2019,4
3266,13840,IQDF,100.0,0,2019-12-31,2019,4
3267,13841,AZIA,450.0,0,2015-10-30,2015,4
3268,13842,NGE,100.0,0,2019-12-31,2019,4
3269,13843,HASI,100.0,0,2019-12-31,2019,4
3270,13844,NSPR,100.0,0,2019-12-31,2019,4
3271,13845,IELG,450.0,0,2016-08-31,2016,3
3272,13846,IESM,450.0,0,2016-08-31,2016,3
3273,13847,SIZE,100.0,0,2019-12-31,2019,4
3274,13849,METL,552.0,0,1985-04-30,1985,2
3275,13850,VLUE,100.0,0,2019-12-31,2019,4
3276,13851,MTUM,100.0,0,2019-12-31,2019,4
3277,13852,IBCE,100.0,0,2019-12-31,2019,4
3278,13853,IBCD,100.0,0,2019-12-31,2019,4
3279,13854,IBCC,450.0,0,2018-03-29,2018,1
3280,13855,IBCB,450.0,0,2016-03-31,2016,1
3281,13856,PEP,100.0,0,2019-12-31,2019,4
3282,13857,SRGY,580.0,0,1987-06-30,1987,2
3283,13858,RALY,233.0,0,2015-07-31,2015,3
3284,13859,SRLN,100.0,0,2019-12-31,2019,4
3285,13860,SEAS,100.0,0,2019-12-31,2019,4
3286,13861,TAM,233.0,0,2014-12-31,2014,4
3287,13862,TMHC,100.0,0,2019-12-31,2019,4
3288,13863,TXMD,100.0,0,2019-12-31,2019,4
3289,13866,I,100.0,0,2019-12-31,2019,4
3290,13867,KNOP,100.0,0,2019-12-31,2019,4
3291,13868,ASDR,450.0,0,2014-11-28,2014,4
3292,13869,SAUC,100.0,0,2019-12-31,2019,4
3293,13870,CMRX,100.0,0,2019-12-31,2019,4
3294,13871,EMDR,450.0,0,2014-11-28,2014,4
3295,13874,FWM,574.0,1,2016-05-31,2016,2
3296,13875,HAWK,233.0,0,2018-06-29,2018,2
3297,13876,HMTV,100.0,0,2019-12-31,2019,4
3298,13877,IBTX,100.0,0,2019-12-31,2019,4
3299,13878,MDXG,580.0,0,2018-11-30,2018,4
3300,13879,MICT,100.0,0,2019-12-31,2019,4
3301,13882,OMTH,261.0,0,2013-07-31,2013,3
3302,13883,MLND,100.0,0,2019-12-31,2019,4
3303,13884,RUDR,450.0,0,2014-11-28,2014,4
3304,13885,WBB,570.0,0,2017-10-31,2017,4
3305,13886,ARPI,231.0,0,2016-02-29,2016,1
3306,13887,AHH,100.0,0,2019-12-31,2019,4
3307,13888,SYLD,100.0,0,2019-12-31,2019,4
3308,13889,GPT,233.0,0,2018-10-31,2018,4
3309,13890,ECOM,100.0,0,2019-12-31,2019,4
3310,13891,CYNI,241.0,0,2015-07-31,2015,3
3311,13892,KORZ,450.0,0,2014-09-30,2014,3
3312,13893,BRZS,450.0,0,2014-09-30,2014,3
3313,13894,EARN,100.0,0,2019-12-31,2019,4
3314,13895,EMES,584.0,0,2019-05-31,2019,2
3315,13896,FCSC,233.0,0,2019-12-31,2019,4
3316,13897,FPF,100.0,0,2019-12-31,2019,4
3317,13898,DFP,100.0,0,2019-12-31,2019,4
3318,13900,AMTT,550.0,0,1987-07-31,1987,3
3319,13901,MO,100.0,0,2019-12-31,2019,4
3320,13902,AUND,560.0,0,1987-04-30,1987,2
3321,13903,BRSS,233.0,0,2019-07-31,2019,3
3322,13904,VOYA,100.0,0,2019-12-31,2019,4
3323,13905,IVH,100.0,0,2019-12-31,2019,4
3324,13906,WLH,100.0,0,2019-12-31,2019,4
3325,13907,NRZ,100.0,0,2019-12-31,2019,4
3326,13908,PFSI,100.0,0,2019-12-31,2019,4
3327,13909,PGEM,233.0,0,2018-04-30,2018,2
3328,13910,PFEM,450.0,0,2016-03-31,2016,1
3329,13911,IQV,100.0,0,2019-12-31,2019,4
3330,13912,WDIV,100.0,0,2019-12-31,2019,4
3331,13913,TIPX,100.0,0,2019-12-31,2019,4
3332,13914,DATA,231.0,0,2019-07-31,2019,3
3333,13915,TEP,231.0,0,2018-06-29,2018,2
3334,13916,WWAV,331.0,0,2013-09-30,2013,3
3335,13917,CSTM,100.0,0,2019-12-31,2019,4
3336,13918,ARCT,100.0,0,2019-12-31,2019,4
3337,13919,AMBC,100.0,0,2019-12-31,2019,4
3338,13920,AMBI,261.0,0,2014-11-28,2014,4
3339,13921,CUBI,100.0,0,2019-12-31,2019,4
3340,13922,DGRW,100.0,0,2019-12-31,2019,4
3341,13923,DXM,550.0,0,2016-01-29,2016,1
3342,13924,EPZM,100.0,0,2019-12-31,2019,4
3343,13925,FTSL,100.0,0,2019-12-31,2019,4
3344,13926,GWPH,100.0,0,2019-12-31,2019,4
3345,13927,HCAP,100.0,0,2019-12-31,2019,4
3346,13928,COP,100.0,0,2019-12-31,2019,4
3347,13930,KMDA,100.0,0,2019-12-31,2019,4
3348,13931,MAMS,233.0,0,2019-10-31,2019,4
3349,13932,MKTO,233.0,0,2016-08-31,2016,3
3350,13933,MZOR,233.0,0,2018-12-31,2018,4
3351,13934,FNBC,580.0,0,2017-05-31,2017,2
3352,13935,NRC,100.0,0,2019-12-31,2019,4
3353,13936,PVH,100.0,0,2019-12-31,2019,4
3354,13938,OTEL,100.0,0,2019-12-31,2019,4
3355,13939,PSIX,580.0,0,2017-04-28,2017,2
3356,13940,PTLA,100.0,0,2019-12-31,2019,4
3357,13941,QIWI,100.0,0,2019-12-31,2019,4
3358,13942,RCPT,233.0,0,2015-08-31,2015,3
3359,13943,TSC,100.0,0,2019-12-31,2019,4
3360,13945,AMVC,560.0,0,1990-07-31,1990,3
3361,13946,FTEO,100.0,0,2019-12-31,2019,4
3362,13947,BLUE,100.0,0,2019-12-31,2019,4
3363,13948,BNDX,100.0,0,2019-12-31,2019,4
3364,13949,CDW,100.0,0,2019-12-31,2019,4
3365,13950,DXJS,100.0,0,2019-12-31,2019,4
3366,13951,DXPS,450.0,0,2018-03-29,2018,1
3367,13954,ESPR,100.0,0,2019-12-31,2019,4
3368,13956,GOGO,100.0,0,2019-12-31,2019,4
3369,13957,HDS,100.0,0,2019-12-31,2019,4
3370,13958,MWRX,450.0,0,2014-12-31,2014,4
3371,13959,NDLS,100.0,0,2019-12-31,2019,4
3372,13961,AWST,233.0,0,1990-03-30,1990,1
3373,13962,NSTG,100.0,0,2019-12-31,2019,4
3374,13963,NWSA,100.0,0,2019-12-31,2019,4
3375,13964,NWS,100.0,0,2019-12-31,2019,4
3376,13965,NBSE,100.0,0,2019-12-31,2019,4
3377,13966,PETX,242.0,0,2019-07-31,2019,3
3378,13967,PTCT,100.0,0,2019-12-31,2019,4
3379,13968,RNA,450.0,0,2015-02-27,2015,1
3380,13969,SAMG,100.0,0,2019-12-31,2019,4
3381,13970,THST,551.0,0,2019-03-29,2019,1
3382,13971,VWOB,100.0,0,2019-12-31,2019,4
3383,13972,IDOG,100.0,0,2019-12-31,2019,4
3384,13973,BFOR,100.0,0,2019-12-31,2019,4
3385,13974,SPXH,231.0,0,2016-07-29,2016,3
3386,13975,TRSK,231.0,0,2016-07-29,2016,3
3387,13976,AIRI,100.0,0,2019-12-31,2019,4
3388,13977,BIOA,552.0,0,2018-02-28,2018,1
3389,13978,BTG,100.0,0,2019-12-31,2019,4
3390,13980,AMTR,231.0,0,1992-03-31,1992,1
3391,13981,CBA,231.0,0,2018-11-30,2018,4
3392,13982,COLE,231.0,0,2014-02-28,2014,1
3393,13983,COTY,100.0,0,2019-12-31,2019,4
3394,13984,UTLT,450.0,0,2015-09-30,2015,3
3395,13985,RVNU,100.0,0,2019-12-31,2019,4
3396,13986,JPNS,450.0,0,2014-09-30,2014,3
3397,13987,PW,100.0,0,2019-12-31,2019,4
3398,13988,AHH,231.0,0,1994-12-30,1994,4
3399,13989,JPNL,100.0,0,2019-12-31,2019,4
3400,13990,EFF,100.0,0,2019-12-31,2019,4
3401,13991,HSPX,231.0,0,2017-07-31,2017,3
3402,13992,GIMO,233.0,0,2017-12-29,2017,4
3403,13993,GTT,100.0,0,2019-12-31,2019,4
3404,13994,GGM,100.0,0,2019-12-31,2019,4
3405,13996,ABQC,582.0,0,1989-10-31,1989,4
3406,13997,ICOL,100.0,0,2019-12-31,2019,4
3407,13998,KCG,233.0,0,2017-07-31,2017,3
3408,13999,LITB,100.0,0,2019-12-31,2019,4
3409,14000,ISRA,100.0,0,2019-12-31,2019,4
3410,14001,JPW,231.0,0,2017-06-30,2017,2
3411,14002,PGHY,100.0,0,2019-12-31,2019,4
3412,14003,PGZ,100.0,0,2019-12-31,2019,4
3413,14004,RCAP,574.0,1,2016-01-29,2016,1
3414,14005,TXTR,233.0,0,2016-06-30,2016,2
3415,14006,TLRA,100.0,0,2019-12-31,2019,4
3416,14008,AMGN,100.0,0,2019-12-31,2019,4
3417,14009,BEP,100.0,0,2019-12-31,2019,4
3418,14010,LXFT,233.0,0,2019-06-28,2019,2
3419,14011,MNK,100.0,0,2019-12-31,2019,4
3420,14012,HDGI,450.0,0,2015-01-30,2015,1
3421,14013,BSCM,231.0,0,2018-04-30,2018,2
3422,14014,BSCL,231.0,0,2018-04-30,2018,2
3423,14016,AASI,231.0,0,1985-02-28,1985,1
3424,14017,DRII,233.0,0,2016-09-30,2016,3
3425,14018,EMDG,450.0,0,2014-12-31,2014,4
3426,14019,GRAM,100.0,0,2019-12-31,2019,4
3427,14020,QUAL,100.0,0,2019-12-31,2019,4
3428,14021,IBDA,450.0,0,2016-03-31,2016,1
3429,14022,IBDB,450.0,0,2018-03-29,2018,1
3430,14023,IBDD,100.0,0,2019-12-31,2019,4
3431,14025,IBDC,100.0,0,2019-12-31,2019,4
3432,14026,JONE,560.0,0,2018-11-30,2018,4
3433,14027,KIO,100.0,0,2019-12-31,2019,4
3434,14028,KFYP,100.0,0,2019-12-31,2019,4
3435,14029,LIN,241.0,0,2014-12-31,2014,4
3436,14030,CWEN,100.0,0,2019-12-31,2019,4
3437,14033,ONVO,100.0,0,2019-12-31,2019,4
3438,14034,ORM,231.0,0,2019-03-29,2019,1
3439,14035,PSXP,100.0,0,2019-12-31,2019,4
3440,14036,DOC,100.0,0,2019-12-31,2019,4
3441,14037,REXR,100.0,0,2019-12-31,2019,4
3442,14038,SPSM,100.0,0,2019-12-31,2019,4
3443,14039,SRC,100.0,0,2019-12-31,2019,4
3444,14040,S,100.0,0,2019-12-31,2019,4
3445,14041,STRP,231.0,0,2018-02-28,2018,1
3446,14042,UCP,241.0,0,2017-08-31,2017,3
3447,14043,WCIC,233.0,0,2017-02-28,2017,1
3448,14044,AGIO,100.0,0,2019-12-31,2019,4
3449,14045,LIND,100.0,0,2019-12-31,2019,4
3450,14046,CNAT,100.0,0,2019-12-31,2019,4
3451,14047,DGRS,100.0,0,2019-12-31,2019,4
3452,14048,ERW,450.0,0,2016-02-29,2016,1
3453,14049,AZUR,560.0,0,2016-06-30,2016,2
3454,14050,OCSI,100.0,0,2019-12-31,2019,4
3455,14051,HTBX,100.0,0,2019-12-31,2019,4
3456,14052,ICEL,233.0,0,2015-05-29,2015,2
3457,14053,LIQD,591.0,0,2015-10-30,2015,4
3458,14054,MRTX,100.0,0,2019-12-31,2019,4
3459,14055,OMED,252.0,0,2019-04-30,2019,2
3460,14056,ONTX,100.0,0,2019-12-31,2019,4
3461,14057,SALE,233.0,0,2017-05-31,2017,2
3462,14059,AMTA,560.0,0,2005-09-30,2005,3
3463,14060,VISL,100.0,0,2019-12-31,2019,4
3464,14061,AMH,100.0,0,2019-12-31,2019,4
3465,14062,ATHL,233.0,0,2014-11-28,2014,4
3466,14063,CVT,233.0,0,2016-11-30,2016,4
3467,14064,EMHD,450.0,0,2014-12-31,2014,4
3468,14065,EVHC,231.0,0,2016-12-30,2016,4
3469,14068,FMF,100.0,0,2019-12-31,2019,4
3470,14069,MLPX,100.0,0,2019-12-31,2019,4
3471,14070,CMDT,450.0,0,2018-10-31,2018,4
3472,14071,IRT,100.0,0,2019-12-31,2019,4
3473,14072,XON,100.0,0,2019-12-31,2019,4
3474,14073,NASH,450.0,0,2018-02-28,2018,1
3475,14075,MIXT,100.0,0,2019-12-31,2019,4
3476,14076,MUSA,100.0,0,2019-12-31,2019,4
3477,14077,QEPM,231.0,0,2015-07-31,2015,3
3478,14078,FNDE,100.0,0,2019-12-31,2019,4
3479,14079,FNDC,100.0,0,2019-12-31,2019,4
3480,14080,FNDF,100.0,0,2019-12-31,2019,4
3481,14081,FNDA,100.0,0,2019-12-31,2019,4
3482,14083,AMKG,560.0,0,1991-06-28,1991,2
3483,14084,FNDX,100.0,0,2019-12-31,2019,4
3484,14085,FNDB,100.0,0,2019-12-31,2019,4
3485,14086,WPT,233.0,0,2017-07-31,2017,3
3486,14087,YUME,251.0,0,2018-02-28,2018,1
3487,14088,TPRE,100.0,0,2019-12-31,2019,4
3488,14089,FI,100.0,0,2019-12-31,2019,4
3489,14090,RCA,233.0,0,1986-06-30,1986,2
3490,14091,AMOS,233.0,0,1993-12-31,1993,4
3491,14092,ASC,100.0,0,2019-12-31,2019,4
3492,14093,GLG,100.0,0,2019-12-31,2019,4
3493,14094,CGIX,100.0,0,2019-12-31,2019,4
3494,14095,CTRL,233.0,0,2019-07-31,2019,3
3495,14096,DGRE,100.0,0,2019-12-31,2019,4
3496,14097,FOXF,100.0,0,2019-12-31,2019,4
3497,14098,KWEB,100.0,0,2019-12-31,2019,4
3498,14099,MBII,100.0,0,2019-12-31,2019,4
3499,14101,TBRA,242.0,0,2016-10-31,2016,4
3500,14102,SFM,100.0,0,2019-12-31,2019,4
3501,14104,AMPD,233.0,0,1987-01-30,1987,1
3502,14105,SPHS,100.0,0,2019-12-31,2019,4
3503,14106,BMCH,100.0,0,2019-12-31,2019,4
3504,14107,TNXP,100.0,0,2019-12-31,2019,4
3505,14108,FID,100.0,0,2019-12-31,2019,4
3506,14127,AAMC,100.0,0,2019-12-31,2019,4
3507,14128,CEN,100.0,0,2019-12-31,2019,4
3508,14129,BSJK,231.0,0,2018-04-30,2018,2
3509,14130,BSJJ,231.0,0,2018-04-30,2018,2
3510,14131,MYCC,233.0,0,2017-09-29,2017,3
3511,14132,VLRS,100.0,0,2019-12-31,2019,4
3512,14133,NNVC,100.0,0,2019-12-31,2019,4
3513,14134,CINR,100.0,0,2019-12-31,2019,4
3514,14135,PED,100.0,0,2019-12-31,2019,4
3515,14136,RNG,100.0,0,2019-12-31,2019,4
3516,14137,REI,100.0,0,2019-12-31,2019,4
3517,14139,APOW,580.0,0,1986-11-28,1986,4
3518,14140,VEDL,100.0,0,2019-12-31,2019,4
3519,14141,SAIC,100.0,0,2019-12-31,2019,4
3520,14142,TSLF,100.0,0,2019-12-31,2019,4
3521,14143,VMEM,561.0,0,2016-10-31,2016,4
3522,14144,CNHI,100.0,0,2019-12-31,2019,4
3523,14145,AAOI,100.0,0,2019-12-31,2019,4
3524,14147,AMST,580.0,0,1985-03-29,1985,1
3525,14148,BIND,552.0,0,2016-07-29,2016,3
3526,14149,BNFT,100.0,0,2019-12-31,2019,4
3527,14150,COVS,233.0,0,2017-07-31,2017,3
3528,14151,CPTA,100.0,0,2019-12-31,2019,4
3529,14152,CRRS,574.0,1,2015-03-31,2015,1
3530,14153,EAGL,551.0,0,2014-12-31,2014,4
3531,14154,RDGE,231.0,0,2001-12-31,2001,4
3532,14155,ARII,580.0,0,1986-01-31,1986,1
3533,14156,EMCG,100.0,0,2019-12-31,2019,4
3534,14157,ENZY,233.0,0,2018-01-31,2018,1
3535,14158,EVOK,100.0,0,2019-12-31,2019,4
3536,14159,FEYE,100.0,0,2019-12-31,2019,4
3537,14160,FMI,233.0,0,2018-07-31,2018,3
3538,14161,FPRX,100.0,0,2019-12-31,2019,4
3539,14164,FUEL,233.0,0,2017-09-29,2017,3
3540,14165,MONT,233.0,0,2014-11-28,2014,4
3541,14166,NVEE,100.0,0,2019-12-31,2019,4
3542,14167,ISEE,100.0,0,2019-12-31,2019,4
3543,14168,PEGI,100.0,0,2019-12-31,2019,4
3544,14169,PINC,100.0,0,2019-12-31,2019,4
3545,14171,ANCN,561.0,0,1992-05-29,1992,2
3546,14172,PPSI,100.0,0,2019-12-31,2019,4
3547,14173,JASN,100.0,0,2019-12-31,2019,4
3548,14174,SQBG,100.0,0,2019-12-31,2019,4
3549,14175,TCFC,100.0,0,2019-12-31,2019,4
3550,14176,XLRN,100.0,0,2019-12-31,2019,4
3551,14177,DOOR,100.0,0,2019-12-31,2019,4
3552,14178,RIGS,100.0,0,2019-12-31,2019,4
3553,14179,AR,100.0,0,2019-12-31,2019,4
3554,14180,ARMF,231.0,0,2015-08-31,2015,3
3555,14181,BRX,100.0,0,2019-12-31,2019,4
3556,14182,BURL,100.0,0,2019-12-31,2019,4
3557,14183,CHMI,100.0,0,2019-12-31,2019,4
3558,14184,CXP,100.0,0,2019-12-31,2019,4
3559,14185,CPS,100.0,0,2019-12-31,2019,4
3560,14186,HAUZ,100.0,0,2019-12-31,2019,4
3561,14187,DBEU,100.0,0,2019-12-31,2019,4
3562,14188,DBUK,450.0,0,2019-04-30,2019,2
3563,14190,ADIT,233.0,0,1986-12-31,1986,4
3564,14191,JDST,100.0,0,2019-12-31,2019,4
3565,14192,JNUG,100.0,0,2019-12-31,2019,4
3566,14193,ESBA,100.0,0,2019-12-31,2019,4
3567,14194,OGCP,100.0,0,2019-12-31,2019,4
3568,14195,FISK,100.0,0,2019-12-31,2019,4
3569,14196,ESRT,100.0,0,2019-12-31,2019,4
3570,14197,RA,233.0,0,1987-11-30,1987,4
3571,14198,ALOG,233.0,0,2018-06-29,2018,2
3572,14199,FDIS,100.0,0,2019-12-31,2019,4
3573,14200,FSTA,100.0,0,2019-12-31,2019,4
3574,14201,FENY,100.0,0,2019-12-31,2019,4
3575,14202,FNCL,100.0,0,2019-12-31,2019,4
3576,14203,FHLC,100.0,0,2019-12-31,2019,4
3577,14204,FIDU,100.0,0,2019-12-31,2019,4
3578,14205,FTEC,100.0,0,2019-12-31,2019,4
3579,14206,FUTY,100.0,0,2019-12-31,2019,4
3580,14207,FCOM,100.0,0,2019-12-31,2019,4
3581,14208,FMAT,100.0,0,2019-12-31,2019,4
3582,14209,WUBA,100.0,0,2019-12-31,2019,4
3583,14210,NFRA,100.0,0,2019-12-31,2019,4
3584,14211,SLQD,100.0,0,2019-12-31,2019,4
3585,14212,SHYG,100.0,0,2019-12-31,2019,4
3586,14213,MMI,100.0,0,2019-12-31,2019,4
3587,14214,OCIP,233.0,0,2018-07-31,2018,3
3588,14215,PAGP,100.0,0,2019-12-31,2019,4
3589,14216,CHNA,450.0,0,2016-03-31,2016,1
3590,14217,NOBL,100.0,0,2019-12-31,2019,4
3591,14218,RJR,200.0,0,1989-04-28,1989,2
3592,14219,ANLY,233.0,0,2013-10-31,2013,4
3593,14220,QTS,100.0,0,2019-12-31,2019,4
3594,14221,RMAX,100.0,0,2019-12-31,2019,4
3595,14222,IPO,100.0,0,2019-12-31,2019,4
3596,14223,RDIV,231.0,0,2019-05-31,2019,2
3597,14224,RGT,100.0,0,2019-12-31,2019,4
3598,14225,ULST,100.0,0,2019-12-31,2019,4
3599,14227,ANEN,233.0,0,2014-02-28,2014,1
3600,14228,SRLP,100.0,0,2019-12-31,2019,4
3601,14229,OMF,100.0,0,2019-12-31,2019,4
3602,14230,SGM,233.0,0,2017-05-31,2017,2
3603,14231,VEEV,100.0,0,2019-12-31,2019,4
3604,14232,VJET,100.0,0,2019-12-31,2019,4
3605,14233,WNRL,231.0,0,2017-10-31,2017,4
3606,14235,ESNT,100.0,0,2019-12-31,2019,4
3607,14236,ABGB,560.0,0,2016-04-29,2016,2
