,PERMNO,TICKER,DLSTCD,bankrupt,date,year,quarter
12433,69957,SLTM,551.0,0,1991-11-29,1991,4
12434,69964,EGS,505.0,0,1988-05-31,1988,2
12435,69965,MEHL,561.0,0,1998-08-31,1998,3
12436,69972,FGC,233.0,0,1989-04-28,1989,2
12437,69973,SEME,570.0,0,1990-07-31,1990,3
12438,69980,GAB,100.0,0,2019-12-31,2019,4
12439,69999,EEA,100.0,0,2019-12-31,2019,4
12440,70009,GGF,450.0,0,1989-07-31,1989,3
12441,70010,SNCA,580.0,0,1985-06-28,1985,2
12442,70017,PGY,588.0,0,1996-01-31,1996,1
12443,70018,SRM,551.0,0,2001-11-30,2001,4
12444,70026,SENS,560.0,0,1997-11-28,1997,4
12445,70033,HOG,100.0,0,2019-12-31,2019,4
12446,70041,HTP,231.0,0,1987-12-31,1987,4
12447,70076,JEM,584.0,0,1994-05-31,1994,2
12448,70077,SME,560.0,0,1999-12-31,1999,4
12449,70092,KBH,100.0,0,2019-12-31,2019,4
12450,70093,SRVI,233.0,0,1989-04-28,1989,2
12451,70106,QPON,552.0,0,1994-01-31,1994,1
12452,70113,LFAY,233.0,0,2001-11-30,2001,4
12453,70114,SERF,233.0,0,1994-10-31,1994,4
12454,70121,BDN,100.0,0,2019-12-31,2019,4
12455,70122,SSSI,560.0,0,1986-06-30,1986,2
12456,70148,DMK,231.0,0,1996-04-30,1996,2
12457,70156,CNE,584.0,0,2005-08-31,2005,3
12458,70164,CGCA,233.0,0,1999-12-31,1999,4
12459,70165,SVIL,560.0,0,1985-08-30,1985,3
12460,70172,REL,552.0,0,2000-12-29,2000,4
12461,70180,SMN,520.0,0,1989-10-31,1989,4
12462,70199,SP,231.0,0,1992-07-31,1992,3
12463,70200,SOCM,550.0,0,1987-12-31,1987,4
12464,70202,SHAN,550.0,0,1985-01-31,1985,1
12465,70228,TOL,100.0,0,2019-12-31,2019,4
12466,70229,SMS,233.0,0,2000-07-31,2000,3
12467,70237,SHYDF,560.0,0,1986-01-31,1986,1
12468,70244,UVC,574.0,1,1991-07-31,1991,3
12469,70245,SHAT,580.0,0,1988-02-29,1988,1
12470,70252,UAM,233.0,0,2000-10-31,2000,4
12471,70260,VTX,584.0,0,1995-09-29,1995,3
12472,70261,SHAS,231.0,0,1988-02-29,1988,1
12473,70280,SY,233.0,0,1999-06-30,1999,2
12474,70287,VLU,588.0,0,1997-07-31,1997,3
12475,70288,SHEL,574.0,1,2002-05-31,2002,2
12476,70295,ZF,231.0,0,2019-11-29,2019,4
12477,70308,ARG,233.0,0,2016-05-31,2016,2
12478,70316,FLY,560.0,0,2002-09-30,2002,3
12479,70325,SYNP,580.0,0,1995-01-31,1995,1
12480,70332,APC,241.0,0,2019-08-30,2019,3
12481,70340,EQP,231.0,0,1994-09-30,1994,3
12482,70359,ARS,233.0,0,1990-03-30,1990,1
12483,70360,SHSDY,581.0,0,1985-09-30,1985,3
12484,70367,AZB,574.0,1,1990-08-31,1990,3
12485,70375,JTS,584.0,0,1998-05-29,1998,2
12486,70376,SHN,584.0,0,2000-07-31,2000,3
12487,70383,CJ,231.0,0,1997-07-31,1997,3
12488,70384,SHNS,233.0,0,1988-09-30,1988,3
12489,70391,HYN,233.0,0,2003-04-30,2003,2
12490,70392,WATR,561.0,0,1991-01-31,1991,1
12491,70405,SHGO,233.0,0,1985-10-31,1985,4
12492,70420,BPL,233.0,0,2019-10-31,2019,4
12493,70421,FOFF,552.0,0,1996-12-31,1996,4
12494,70439,CFI,584.0,0,1993-11-30,1993,4
12495,70440,SHOP,561.0,0,1994-07-29,1994,3
12496,70447,KML,570.0,0,2004-11-30,2004,4
12497,70448,SSAV,233.0,0,1988-04-29,1988,2
12498,70455,CRC,520.0,0,1994-10-31,1994,4
12499,70456,SHOR,231.0,0,1985-01-31,1985,1
12500,70471,CHW,231.0,0,1995-01-31,1995,1
12501,70500,CCE,241.0,0,2016-05-31,2016,2
